original_nombre,substitute_nombre,similarity_score,reason,vegan_safe,gluten_free_safe,cost_ratio
avena,harina de trigo,0.8892,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.45
azucar blanca,azucar flor,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
azucar blanca,stevia,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,20.83
azucar blanca,azucar de coco,0.9935,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,11.67
azucar blanca,azucar morena,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.67
azucar blanca,panela,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.33
azucar de coco,stevia,0.994,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.79
azucar de coco,azucar blanca,0.9935,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.09
azucar de coco,azucar flor,0.9935,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.13
azucar de coco,eritritol,0.9887,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.29
azucar de coco,xilitol,0.9887,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.43
azucar flor,azucar flor,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
azucar flor,stevia,0.9949,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,13.89
azucar flor,azucar de coco,0.9935,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,7.78
azucar flor,azucar morena,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.11
azucar flor,panela,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.22
azucar morena,azucar morena,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
azucar morena,miel,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,6.0
azucar morena,jarabe de maple,0.9947,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,10.0
azucar morena,datiles molidos,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,5.0
azucar morena,azucar blanca,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.6
bicarbonato de sodio,levadura seca,0.9994,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
bicarbonato de sodio,polvo de hornear,0.9981,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.6
bicarbonato de sodio,levadura fresca,0.9953,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.2
bicarbonato de sodio,cremor tartaro,0.9673,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,3.0
bicarbonato de sodio,vinagre blanco,0.8741,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.4
buttermilk,yogur vegano,0.9193,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.4
buttermilk,yogur natural,0.8875,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.6
buttermilk,leche de soya,0.8745,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.88
buttermilk,aquafaba,0.8717,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
buttermilk,leche entera,0.8622,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",False,True,0.44
cacao amargo,cacao en polvo,0.9302,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.68
cacao amargo,nueces molidas,0.8938,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.68
cacao amargo,manteca vegetal,0.8721,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.27
cacao amargo,aceite de coco,0.8639,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.41
cacao amargo,aceite de oliva,0.8481,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.36
cacao en polvo,algarroba en polvo,0.9353,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.8
cacao en polvo,cacao amargo,0.9302,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.47
cacao en polvo,canela,0.8775,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.67
cacao en polvo,chocolate cobertura,0.8445,"Similar en: poder aglutinante, aporte de humedad, capacidad leudante",True,True,1.2
cacao en polvo,xilitol,0.8427,"Similar en: poder aglutinante, aporte de humedad, capacidad leudante",True,True,1.33
cafe soluble,vainilla extracto,0.9756,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
cafe soluble,sal,0.9674,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.02
cafe soluble,harina de arroz,0.9673,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.1
cafe soluble,harina de maiz,0.9547,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.08
cafe soluble,jugo de limon,0.9451,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.15
canela,vainilla extracto,0.9801,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.5
canela,harina de maiz,0.9692,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.15
canela,sal,0.9662,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.05
canela,algarroba en polvo,0.9311,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.2
canela,harina de arroz,0.9297,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.2
chocolate blanco,chocolate cobertura,0.9956,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.9
chocolate blanco,azucar blanca,0.8637,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.06
chocolate blanco,azucar flor,0.8637,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.09
chocolate blanco,leche condensada,0.8591,"Similar en: poder aglutinante, nivel de dulzor, capacidad leudante",False,True,0.4
chocolate blanco,stevia,0.8444,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.25
chocolate cobertura,chocolate blanco,0.9956,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.11
chocolate cobertura,azucar blanca,0.871,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.07
chocolate cobertura,azucar flor,0.871,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.1
chocolate cobertura,stevia,0.8516,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.39
chocolate cobertura,leche condensada,0.8478,"Similar en: poder aglutinante, nivel de dulzor, capacidad leudante",False,True,0.44
crema,crema de coco,0.9884,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.17
crema,aguacate,0.9555,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.83
crema,crema agria,0.9409,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,0.83
crema,leche de coco,0.9378,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.58
crema,queso crema,0.9326,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,3.33
crema agria,crema,0.9409,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,1.2
crema agria,leche de coco,0.9351,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.7
crema agria,crema de coco,0.892,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.4
crema agria,aguacate,0.8805,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
crema agria,leche entera,0.8682,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.22
crema de coco,crema,0.9884,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.86
crema de coco,aguacate,0.9445,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.71
crema de coco,queso crema,0.9393,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,2.86
crema de coco,aceite de girasol,0.9343,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.57
crema de coco,aceite vegetal,0.9343,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.57
cremor tartaro,bicarbonato de sodio,0.9673,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.33
cremor tartaro,levadura seca,0.9582,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.67
cremor tartaro,vinagre blanco,0.9524,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.13
cremor tartaro,polvo de hornear,0.95,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.53
cremor tartaro,levadura fresca,0.9404,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor",True,True,0.4
datiles molidos,miel,0.9922,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.2
datiles molidos,jarabe de maple,0.9902,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
datiles molidos,azucar morena,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.2
datiles molidos,panela,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.4
datiles molidos,jarabe de agave,0.9646,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
eritritol,eritritol,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
eritritol,stevia,0.9977,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.39
eritritol,azucar de coco,0.9887,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.78
eritritol,azucar blanca,0.9858,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.07
eritritol,azucar flor,0.9858,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.1
gel de chia,tofu sedoso,0.9954,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.62
gel de chia,gel de linaza,0.9936,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
gel de chia,psyllium husk,0.9727,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.25
gel de chia,huevo,0.97,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,43.75
gel de chia,yogur natural,0.961,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.5
gel de linaza,gel de chia,0.9936,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
gel de linaza,tofu sedoso,0.9867,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.83
gel de linaza,huevo,0.9832,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,58.33
gel de linaza,psyllium husk,0.9654,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,3.0
gel de linaza,yogur natural,0.9348,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.67
gelatina sin sabor,agar agar,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
gelatina sin sabor,goma xantana,0.9931,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.12
gelatina sin sabor,psyllium husk,0.9822,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.25
gelatina sin sabor,gel de linaza,0.9226,"Similar en: poder aglutinante, nivel de dulzor, capacidad leudante",True,True,0.75
gelatina sin sabor,gel de chia,0.9196,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
goma xantana,agar agar,0.9931,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.48
goma xantana,gelatina sin sabor,0.9931,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.32
goma xantana,psyllium husk,0.9679,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.72
goma xantana,gel de linaza,0.9168,"Similar en: poder aglutinante, nivel de dulzor, capacidad leudante",True,True,0.24
goma xantana,gel de chia,0.9035,"Similar en: poder aglutinante, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.32
harina de almendra,queso crema,0.9838,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,1.11
harina de almendra,mantequilla de mani,0.9718,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.56
harina de almendra,aguacate,0.9611,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.28
harina de almendra,mantequilla,0.9448,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",False,True,0.67
harina de almendra,nueces molidas,0.9436,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.83
harina de arroz,harina de maiz,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
harina de arroz,sal,0.9862,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.25
harina de arroz,semola,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.5
harina de arroz,harina de trigo,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.45
harina de arroz,harina de avena,0.978,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
harina de avena,harina de trigo,0.9925,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.3
harina de avena,semola,0.9925,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.33
harina de avena,harina de arroz,0.978,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.67
harina de avena,harina de maiz,0.9644,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
harina de avena,tapioca,0.9629,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.67
harina de coco,semillas de lino,0.871,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
harina de coco,harina de almendra,0.8681,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
harina de coco,mantequilla de mani,0.8658,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,0.83
harina de coco,goma xantana,0.8188,"Similar en: aporte de humedad, nivel de dulzor, capacidad leudante",True,True,2.08
harina de coco,nueces molidas,0.8059,"Similar en: poder aglutinante, aporte de humedad, nivel de dulzor, capacidad leudante",True,True,1.25
harina de garbanzo,tapioca,0.9882,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
harina de garbanzo,almidon de papa,0.9843,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.0
harina de garbanzo,harina integral,0.9813,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.3
harina de garbanzo,almidon de maiz,0.976,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.75
harina de garbanzo,semola,0.9432,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.25
harina de maiz,harina de arroz,0.9881,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.33
harina de maiz,sal,0.9865,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
harina de maiz,vainilla extracto,0.9836,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,16.67
harina de maiz,canela,0.9692,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,6.67
harina de maiz,harina de avena,0.9644,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
harina de quinoa,harina integral,0.9777,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,0.15
harina de quinoa,harina de garbanzo,0.9427,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
harina de quinoa,tapioca,0.9351,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.62
harina de quinoa,almidon de papa,0.9311,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
harina de quinoa,almidon de maiz,0.9239,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.38
harina de trigo,harina de trigo,1.0,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,False,1.0
harina de trigo,harina de avena,0.9925,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,3.33
